medico_key,ci,nombre,matricula,sexo,especialidad,zona,ciudad,grupo_origen
12866,G1-PER-7267,Ana Flores,G1-MAT-7267,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12867,G1-PER-727,Luis Vargas,,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12868,G1-PER-7270,Carmen González,G1-MAT-7270,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12869,G1-PER-7271,Valeria Rojas,G1-MAT-7271,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12870,G1-PER-7275,Pedro Martínez,G1-MAT-7275,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12871,G1-PER-7279,Carlos Flores,G1-MAT-7279,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12872,G1-PER-728,José Rojas,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12873,G1-PER-7281,Valeria Flores,G1-MAT-7281,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12874,G1-PER-7284,María Vargas,G1-MAT-7284,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12875,G1-PER-7285,José Torrez,G1-MAT-7285,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12876,G1-PER-729,María Mamani,G1-MAT-729,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12877,G1-PER-7299,Ana Flores,G1-MAT-7299,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12878,G1-PER-73,Luis Mamani,,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12879,G1-PER-730,Pedro Sánchez,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12880,G1-PER-731,Juan Sánchez,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12881,G1-PER-7314,Luis Flores,G1-MAT-7314,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12882,G1-PER-7316,María Martínez,G1-MAT-7316,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12883,G1-PER-7317,Pedro González,G1-MAT-7317,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12884,G1-PER-732,Luis Vargas,,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12885,G1-PER-7321,Pedro Rodríguez,G1-MAT-7321,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12886,G1-PER-7323,Ana Rodríguez,G1-MAT-7323,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12887,G1-PER-7326,Ana Martínez,G1-MAT-7326,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12888,G1-PER-7329,Juan González,G1-MAT-7329,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12889,G1-PER-733,Juan López,G1-MAT-733,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12890,G1-PER-7333,Pedro Torrez,G1-MAT-7333,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12891,G1-PER-7338,Valeria Rojas,G1-MAT-7338,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12892,G1-PER-734,Lucía Torrez,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12893,G1-PER-7345,Valeria Flores,G1-MAT-7345,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12894,G1-PER-735,Carmen López,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12895,G1-PER-7350,Carlos Sánchez,G1-MAT-7350,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12896,G1-PER-7352,Carlos Flores,G1-MAT-7352,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12897,G1-PER-7354,Juan Sánchez,G1-MAT-7354,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12898,G1-PER-736,Lucía López,G1-MAT-736,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12899,G1-PER-7361,María López,G1-MAT-7361,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12900,G1-PER-7363,Carmen Vargas,G1-MAT-7363,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12901,G1-PER-737,Valeria Vargas,,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12902,G1-PER-7370,Ana Mamani,G1-MAT-7370,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12903,G1-PER-7373,María González,G1-MAT-7373,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12904,G1-PER-7374,Juan Martínez,G1-MAT-7374,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12905,G1-PER-7379,Carlos Sánchez,G1-MAT-7379,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12906,G1-PER-738,Pedro Rodríguez,G1-MAT-738,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12907,G1-PER-739,Carlos Rodríguez,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12908,G1-PER-7395,Luis Mamani,G1-MAT-7395,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12909,G1-PER-7396,Luis González,G1-MAT-7396,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12910,G1-PER-74,María González,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12911,G1-PER-740,Lucía Flores,,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12912,G1-PER-7402,Juan Sánchez,G1-MAT-7402,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12913,G1-PER-7404,María López,G1-MAT-7404,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12914,G1-PER-7405,Valeria Vargas,G1-MAT-7405,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12915,G1-PER-7407,María Sánchez,G1-MAT-7407,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12916,G1-PER-7409,Carlos Sánchez,G1-MAT-7409,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12917,G1-PER-741,María Rojas,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12918,G1-PER-7413,Carlos Mamani,G1-MAT-7413,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12919,G1-PER-7414,Luis Vargas,G1-MAT-7414,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12920,G1-PER-7418,Carmen Rodríguez,G1-MAT-7418,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12921,G1-PER-7419,Luis Mamani,G1-MAT-7419,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12922,G1-PER-742,Lucía Torrez,G1-MAT-742,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12923,G1-PER-743,Pedro Martínez,,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12924,G1-PER-7431,Lucía Flores,G1-MAT-7431,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12925,G1-PER-7437,Carmen López,G1-MAT-7437,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12926,G1-PER-7439,Carmen González,G1-MAT-7439,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12927,G1-PER-744,Juan Rodríguez,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12928,G1-PER-7442,Carlos Rojas,G1-MAT-7442,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12929,G1-PER-7443,Carlos Sánchez,G1-MAT-7443,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12930,G1-PER-7444,Pedro López,G1-MAT-7444,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12931,G1-PER-7446,José López,G1-MAT-7446,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12932,G1-PER-745,María Rodríguez,G1-MAT-745,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12933,G1-PER-7452,María Torrez,G1-MAT-7452,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12934,G1-PER-7456,Juan Flores,G1-MAT-7456,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12935,G1-PER-7457,Juan Flores,G1-MAT-7457,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12936,G1-PER-746,Pedro Martínez,G1-MAT-746,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12937,G1-PER-7462,Luis Torrez,G1-MAT-7462,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12938,G1-PER-7464,Valeria Rodríguez,G1-MAT-7464,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12939,G1-PER-7468,Ana Rojas,G1-MAT-7468,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12940,G1-PER-747,Carmen Flores,G1-MAT-747,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12941,G1-PER-7473,Lucía Sánchez,G1-MAT-7473,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12942,G1-PER-748,Luis Torrez,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12943,G1-PER-749,Valeria Torrez,,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12944,G1-PER-7490,Lucía Sánchez,G1-MAT-7490,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12945,G1-PER-7491,Lucía Torrez,G1-MAT-7491,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12946,G1-PER-7496,María Mamani,G1-MAT-7496,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12947,G1-PER-75,Luis Martínez,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12948,G1-PER-750,Lucía Martínez,,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12949,G1-PER-7501,María Flores,G1-MAT-7501,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12950,G1-PER-7502,Valeria Sánchez,G1-MAT-7502,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12951,G1-PER-7506,José Sánchez,G1-MAT-7506,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12952,G1-PER-7507,Pedro Rodríguez,G1-MAT-7507,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12953,G1-PER-751,Ana Martínez,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12954,G1-PER-7511,Pedro Rodríguez,G1-MAT-7511,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12955,G1-PER-7514,Carmen Flores,G1-MAT-7514,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12956,G1-PER-7516,Juan Torrez,G1-MAT-7516,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12957,G1-PER-752,José Torrez,,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12958,G1-PER-7520,Carmen Vargas,G1-MAT-7520,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12959,G1-PER-753,Lucía Vargas,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12960,G1-PER-7530,Valeria Flores,G1-MAT-7530,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12961,G1-PER-7534,Carmen Rodríguez,G1-MAT-7534,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12962,G1-PER-7535,José González,G1-MAT-7535,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12963,G1-PER-7537,María Flores,G1-MAT-7537,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12964,G1-PER-7538,Carlos Martínez,G1-MAT-7538,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12965,G1-PER-754,Luis González,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12966,G1-PER-7546,Carmen López,G1-MAT-7546,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12967,G1-PER-7549,Ana Rodríguez,G1-MAT-7549,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12968,G1-PER-755,Pedro Flores,,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12969,G1-PER-7550,María Rojas,G1-MAT-7550,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12970,G1-PER-7556,Lucía López,G1-MAT-7556,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12971,G1-PER-756,José Rodríguez,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12972,G1-PER-7569,José Martínez,G1-MAT-7569,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12973,G1-PER-757,María Sánchez,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12974,G1-PER-758,Juan Martínez,,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12975,G1-PER-7581,Luis Flores,G1-MAT-7581,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12976,G1-PER-7584,Luis Vargas,G1-MAT-7584,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12977,G1-PER-7589,Carlos Flores,G1-MAT-7589,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12978,G1-PER-759,Carmen Flores,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12979,G1-PER-7593,Juan Vargas,G1-MAT-7593,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12980,G1-PER-7595,Carmen Sánchez,G1-MAT-7595,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12981,G1-PER-76,Pedro Rojas,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12982,G1-PER-760,Ana Vargas,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12983,G1-PER-7608,Juan López,G1-MAT-7608,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12984,G1-PER-761,Carlos Sánchez,,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12985,G1-PER-7612,Carmen Vargas,G1-MAT-7612,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
12986,G1-PER-7618,Luis López,G1-MAT-7618,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12987,G1-PER-762,Luis Torrez,G1-MAT-762,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
12988,G1-PER-7627,Valeria Torrez,G1-MAT-7627,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12989,G1-PER-763,María Flores,,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
12990,G1-PER-7631,Carmen Flores,G1-MAT-7631,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12991,G1-PER-7635,Carlos Rodríguez,G1-MAT-7635,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
12992,G1-PER-7638,María González,G1-MAT-7638,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
12993,G1-PER-764,Juan González,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12994,G1-PER-7640,José Mamani,G1-MAT-7640,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12995,G1-PER-7644,Juan López,G1-MAT-7644,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12996,G1-PER-765,Valeria Rojas,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
12997,G1-PER-7650,Lucía Sánchez,G1-MAT-7650,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
12998,G1-PER-7655,María González,G1-MAT-7655,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
12999,G1-PER-766,Carlos López,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13000,G1-PER-7661,Luis Sánchez,G1-MAT-7661,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13001,G1-PER-7662,Pedro Vargas,G1-MAT-7662,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13002,G1-PER-7664,Ana Mamani,G1-MAT-7664,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13003,G1-PER-7665,Ana Martínez,G1-MAT-7665,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13004,G1-PER-7668,Ana Rojas,G1-MAT-7668,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
13005,G1-PER-7669,Pedro Flores,G1-MAT-7669,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13006,G1-PER-767,José Rodríguez,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13007,G1-PER-7671,Lucía Flores,G1-MAT-7671,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13008,G1-PER-7678,Juan Mamani,G1-MAT-7678,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13009,G1-PER-768,Carlos Rojas,G1-MAT-768,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13010,G1-PER-7680,Juan López,G1-MAT-7680,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13011,G1-PER-7682,Ana González,G1-MAT-7682,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13012,G1-PER-7689,Pedro Martínez,G1-MAT-7689,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
13013,G1-PER-769,Pedro Rojas,,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
13014,G1-PER-7690,María López,G1-MAT-7690,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13015,G1-PER-7693,José González,G1-MAT-7693,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13016,G1-PER-7698,Ana Sánchez,G1-MAT-7698,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
13017,G1-PER-77,Pedro González,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13018,G1-PER-770,Valeria Torrez,,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
13019,G1-PER-7707,Valeria Flores,G1-MAT-7707,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13020,G1-PER-771,Lucía Torrez,G1-MAT-771,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
13021,G1-PER-7716,Ana González,G1-MAT-7716,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
13022,G1-PER-7717,Carmen López,G1-MAT-7717,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
13023,G1-PER-772,Valeria Vargas,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13024,G1-PER-7727,Carlos Rodríguez,G1-MAT-7727,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
13025,G1-PER-773,Luis Martínez,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13026,G1-PER-7732,Carlos Sánchez,G1-MAT-7732,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13027,G1-PER-774,Carlos Rojas,,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
13028,G1-PER-7744,Ana Sánchez,G1-MAT-7744,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
13029,G1-PER-7746,José Rodríguez,G1-MAT-7746,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13030,G1-PER-7749,Juan Sánchez,G1-MAT-7749,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
13031,G1-PER-775,Lucía Rodríguez,G1-MAT-775,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13032,G1-PER-7750,Ana López,G1-MAT-7750,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
13033,G1-PER-7754,Carmen López,G1-MAT-7754,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13034,G1-PER-7756,Carlos González,G1-MAT-7756,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13035,G1-PER-7759,Ana Rodríguez,G1-MAT-7759,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13036,G1-PER-776,Luis Rojas,G1-MAT-776,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
13037,G1-PER-7762,Luis Martínez,G1-MAT-7762,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
13038,G1-PER-777,Carmen Vargas,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13039,G1-PER-7770,María Torrez,G1-MAT-7770,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13040,G1-PER-7777,Juan López,G1-MAT-7777,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
13041,G1-PER-778,José Sánchez,,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
13042,G1-PER-7782,Ana Sánchez,G1-MAT-7782,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13043,G1-PER-7784,Carmen González,G1-MAT-7784,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13044,G1-PER-7789,María Vargas,G1-MAT-7789,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13045,G1-PER-779,Carmen López,,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
13046,G1-PER-7799,Pedro González,G1-MAT-7799,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13047,G1-PER-78,Luis Mamani,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13048,G1-PER-780,Valeria Martínez,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13049,G1-PER-7803,Juan López,G1-MAT-7803,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13050,G1-PER-7804,María Mamani,G1-MAT-7804,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13051,G1-PER-7805,Ana Flores,G1-MAT-7805,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13052,G1-PER-7808,Valeria Flores,G1-MAT-7808,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
13053,G1-PER-781,Carmen González,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13054,G1-PER-782,Luis Sánchez,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13055,G1-PER-7820,Valeria Martínez,G1-MAT-7820,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13056,G1-PER-7822,Juan López,G1-MAT-7822,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
13057,G1-PER-7824,José Vargas,G1-MAT-7824,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13058,G1-PER-7829,Carlos Flores,G1-MAT-7829,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13059,G1-PER-783,Juan Sánchez,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13060,G1-PER-7835,Carmen Rojas,G1-MAT-7835,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13061,G1-PER-7838,Lucía Martínez,G1-MAT-7838,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13062,G1-PER-784,María Torrez,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13063,G1-PER-7842,José González,G1-MAT-7842,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
13064,G1-PER-7845,Pedro Mamani,G1-MAT-7845,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13065,G1-PER-7847,José González,G1-MAT-7847,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13066,G1-PER-7848,Carlos Rojas,G1-MAT-7848,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13067,G1-PER-785,Carlos Torrez,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13068,G1-PER-7850,Luis Rojas,G1-MAT-7850,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
13069,G1-PER-7859,Luis López,G1-MAT-7859,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13070,G1-PER-786,Lucía Rodríguez,G1-MAT-786,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13071,G1-PER-7866,Lucía Mamani,G1-MAT-7866,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13072,G1-PER-787,Luis Rojas,,X,Urología,Sin zona asignada,Origen: Grupo 1,G1
13073,G1-PER-7872,Carmen Rojas,G1-MAT-7872,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13074,G1-PER-7875,Lucía Vargas,G1-MAT-7875,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13075,G1-PER-788,Valeria Martínez,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13076,G1-PER-7880,Juan Torrez,G1-MAT-7880,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13077,G1-PER-7881,Ana Sánchez,G1-MAT-7881,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
13078,G1-PER-7883,Luis Rojas,G1-MAT-7883,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13079,G1-PER-7885,María González,G1-MAT-7885,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13080,G1-PER-7888,Carlos Martínez,G1-MAT-7888,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
13081,G1-PER-789,Pedro González,,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13082,G1-PER-7890,Pedro Sánchez,G1-MAT-7890,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13083,G1-PER-7894,Ana Martínez,G1-MAT-7894,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13084,G1-PER-79,Juan Martínez,,X,Ginecología,Sin zona asignada,Origen: Grupo 1,G1
13085,G1-PER-790,Carlos Rodríguez,,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13086,G1-PER-7900,Carlos Sánchez,G1-MAT-7900,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13087,G1-PER-7908,Juan Sánchez,G1-MAT-7908,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
13088,G1-PER-791,José Vargas,,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13089,G1-PER-792,Carlos Sánchez,G1-MAT-792,X,Traumatología,Sin zona asignada,Origen: Grupo 1,G1
13090,G1-PER-7925,José Flores,G1-MAT-7925,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13091,G1-PER-7926,Luis González,G1-MAT-7926,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13092,G1-PER-7927,José Rodríguez,G1-MAT-7927,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
13093,G1-PER-793,Ana Sánchez,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13094,G1-PER-7930,Ana Flores,G1-MAT-7930,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13095,G1-PER-7931,Pedro López,G1-MAT-7931,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13096,G1-PER-794,Valeria Sánchez,,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
13097,G1-PER-7942,Carmen Martínez,G1-MAT-7942,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13098,G1-PER-7944,Lucía Rodríguez,G1-MAT-7944,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13099,G1-PER-795,Lucía Torrez,G1-MAT-795,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13100,G1-PER-7950,José Torrez,G1-MAT-7950,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13101,G1-PER-7952,María Mamani,G1-MAT-7952,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13102,G1-PER-7954,Ana González,G1-MAT-7954,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13103,G1-PER-7959,María Vargas,G1-MAT-7959,X,Cardiología,Sin zona asignada,Origen: Grupo 1,G1
13104,G1-PER-796,Ana Torrez,,X,Pediatría,Sin zona asignada,Origen: Grupo 1,G1
13105,G1-PER-7960,María Rojas,G1-MAT-7960,X,Medicina General,Sin zona asignada,Origen: Grupo 1,G1
13106,G1-PER-7965,Ana Mamani,G1-MAT-7965,X,Neurología,Sin zona asignada,Origen: Grupo 1,G1
13107,G1-PER-7969,Pedro Rodríguez,G1-MAT-7969,X,Dermatología,Sin zona asignada,Origen: Grupo 1,G1
