paciente_key,sucursal_key,ci,nombre,fecha_nacimiento,sexo,direccion,telefono,zona,ciudad,grupo_origen
99500,3,G6-PAC-8344,Roberto Martinez Rodriguez,2017-12-17,M,Calle Avenida de Itziar Llorens #502,75829248,Sin zona asignada,Origen: Grupo 6,G6
99501,3,G6-PAC-8345,Ivan Espinoza Delgado,1981-07-30,M,Calle Cañada Morena Español #112,74410194,Sin zona asignada,Origen: Grupo 6,G6
99502,3,G6-PAC-8346,Alejandro Torres Mendoza,1961-04-30,M,Calle Cuesta de Jorge Villanueva #229,71527353,Sin zona asignada,Origen: Grupo 6,G6
99503,3,G6-PAC-8347,Ramon Martinez Gutierrez,1977-06-12,M,Calle Pasadizo Remedios Solera #726,75768275,Sin zona asignada,Origen: Grupo 6,G6
99504,3,G6-PAC-8348,Victor Flores Rivera,1992-01-31,M,Calle Pasadizo Hector Berrocal #728,72573623,Sin zona asignada,Origen: Grupo 6,G6
99505,3,G6-PAC-8349,Irene Aguilar Ponce,2019-05-14,F,Calle Alameda Tatiana Granados #278,77025942,Sin zona asignada,Origen: Grupo 6,G6
99506,3,G6-PAC-8350,Ernesto Cruz Diaz,1973-05-29,M,Calle Cañada Toribio Tomé #448,73457995,Sin zona asignada,Origen: Grupo 6,G6
99507,3,G6-PAC-8351,Patricia Lopez Martinez,2019-07-31,F,Calle Via de Isaac Campos #160,77837673,Sin zona asignada,Origen: Grupo 6,G6
99508,3,G6-PAC-8352,Alejandro Rojas Diaz,2004-11-25,M,Calle Plaza de Fanny Arias #538,71986329,Sin zona asignada,Origen: Grupo 6,G6
99509,3,G6-PAC-8353,Estela Morales Torres,1998-07-12,F,Calle C. de Ainoa Diez #145,75053977,Sin zona asignada,Origen: Grupo 6,G6
99510,3,G6-PAC-8354,Lorena Ortiz Ponce,1971-01-25,F,Calle Calle de Javiera Machado #323,74252186,Sin zona asignada,Origen: Grupo 6,G6
99511,3,G6-PAC-8355,Sandra Diaz Ortiz,1958-08-29,F,Calle Pasaje de Araceli Martí #483,74775348,Sin zona asignada,Origen: Grupo 6,G6
99512,3,G6-PAC-8356,Hugo Morales Castro,1991-05-24,M,Calle Callejón de Jorge Esteban #486,73636967,Sin zona asignada,Origen: Grupo 6,G6
99513,3,G6-PAC-8357,Claudia Sanchez Perez,1967-03-18,F,Calle Via Carlito Fuente #748,76837445,Sin zona asignada,Origen: Grupo 6,G6
99514,3,G6-PAC-8358,Roberto Morales Sanchez,1970-12-02,M,Calle Plaza de Isaura Landa #488,76253006,Sin zona asignada,Origen: Grupo 6,G6
99515,3,G6-PAC-8359,Hugo Perez Flores,1945-04-16,M,Calle Rambla Anselma Castro #208,78707092,Sin zona asignada,Origen: Grupo 6,G6
99516,3,G6-PAC-8360,Adriana Diaz Martinez,1977-05-28,F,Calle Acceso Augusto Francisco #742,74133483,Sin zona asignada,Origen: Grupo 6,G6
99517,3,G6-PAC-8361,Sergio Chavez Ramirez,1943-09-19,M,Calle Camino Caridad Pedrero #415,76553761,Sin zona asignada,Origen: Grupo 6,G6
99518,3,G6-PAC-8362,Roberto Rodriguez Delgado,1967-12-24,M,Calle Calle de Oriana Manzanares #906,71536003,Sin zona asignada,Origen: Grupo 6,G6
99519,3,G6-PAC-8363,Ramon Contreras Cruz,2021-07-30,M,Calle Paseo Alonso Crespi #147,76975532,Sin zona asignada,Origen: Grupo 6,G6
99520,3,G6-PAC-8364,Victor Reyes Salazar,1949-01-31,M,Calle Callejón Paca Gonzalez #523,79563707,Sin zona asignada,Origen: Grupo 6,G6
99521,3,G6-PAC-8365,Alejandro Hernandez Ponce,1964-04-28,M,Calle Rambla de Adán Rodrigo #219,72482875,Sin zona asignada,Origen: Grupo 6,G6
99522,3,G6-PAC-8366,Estela Ramirez Chavez,1968-01-29,F,Calle Paseo Andrés Reguera #239,71108971,Sin zona asignada,Origen: Grupo 6,G6
99523,3,G6-PAC-8367,Estela Garcia Espinoza,1993-04-05,F,Calle C. de Emilia Cuervo #997,78569000,Sin zona asignada,Origen: Grupo 6,G6
99524,3,G6-PAC-8368,Roberto Perez Diaz,1972-06-24,M,Calle Plaza de Reyna Salgado #854,78105112,Sin zona asignada,Origen: Grupo 6,G6
99525,3,G6-PAC-8369,Hugo Martinez Ramirez,1961-11-06,M,Calle Acceso Cristina Acero #963,75031051,Sin zona asignada,Origen: Grupo 6,G6
99526,3,G6-PAC-8370,Alejandro Ponce Ortiz,1995-06-13,M,Calle Vial de Nando Burgos #244,78676803,Sin zona asignada,Origen: Grupo 6,G6
99527,3,G6-PAC-8371,Alicia Perez Lopez,2011-02-02,F,Calle Glorieta Abilio Torrens #361,78750129,Sin zona asignada,Origen: Grupo 6,G6
99528,3,G6-PAC-8372,Enrique Hernandez Rodriguez,2006-01-06,M,Calle C. Tere Ortiz #555,72921569,Sin zona asignada,Origen: Grupo 6,G6
99529,3,G6-PAC-8373,Adriana Ramirez Ortiz,1961-12-14,F,Calle Cañada Iván Teruel #869,71102663,Sin zona asignada,Origen: Grupo 6,G6
99530,3,G6-PAC-8374,Ramon Ortiz Perez,1969-08-24,M,Calle Via Lucio Gisbert #201,73867507,Sin zona asignada,Origen: Grupo 6,G6
99531,3,G6-PAC-8375,Alicia Chavez Gonzalez,2014-10-07,F,Calle Vial de Araceli Villa #634,79201256,Sin zona asignada,Origen: Grupo 6,G6
99532,3,G6-PAC-8376,Ernesto Diaz Gonzalez,1964-06-19,M,Calle Camino de Herminia Peñalver #544,72785364,Sin zona asignada,Origen: Grupo 6,G6
99533,3,G6-PAC-8377,Martin Vargas Sanchez,2004-11-21,M,Calle Rambla de Elisabet Diéguez #648,77231534,Sin zona asignada,Origen: Grupo 6,G6
99534,3,G6-PAC-8378,Arturo Ponce Garcia,1941-08-21,M,Calle Vial de Teo Pinilla #682,78780433,Sin zona asignada,Origen: Grupo 6,G6
99535,3,G6-PAC-8379,Adriana Ortiz Ortiz,1962-08-27,F,Calle Urbanización de Dolores Naranjo #196,77404194,Sin zona asignada,Origen: Grupo 6,G6
99536,3,G6-PAC-8380,Fernando Espinoza Espinoza,2022-03-06,M,Calle Ronda de José Mari Terrón #447,74965012,Sin zona asignada,Origen: Grupo 6,G6
99537,3,G6-PAC-8381,Roberto Reyes Rojas,1991-11-26,M,Calle Avenida Aristides Checa #723,73593308,Sin zona asignada,Origen: Grupo 6,G6
99538,3,G6-PAC-8382,Adriana Chavez Gutierrez,1984-11-08,F,Calle Glorieta de Visitación Frutos #382,76564983,Sin zona asignada,Origen: Grupo 6,G6
99539,3,G6-PAC-8383,Veronica Cruz Gonzalez,1978-01-15,F,Calle Callejón de Maite Fuente #626,73316968,Sin zona asignada,Origen: Grupo 6,G6
99540,3,G6-PAC-8384,Adriana Rodriguez Martinez,1945-03-04,F,Calle Via Samanta Ugarte #281,74586154,Sin zona asignada,Origen: Grupo 6,G6
99541,3,G6-PAC-8385,Olga Hernandez Rivera,1964-12-15,F,Calle Glorieta de Timoteo Rosado #958,74835916,Sin zona asignada,Origen: Grupo 6,G6
99542,3,G6-PAC-8386,Fernando Torres Lopez,1947-08-29,M,Calle Glorieta de Teodosio Aguiló #384,75676558,Sin zona asignada,Origen: Grupo 6,G6
99543,3,G6-PAC-8387,Cecilia Delgado Hernandez,1947-03-16,F,Calle Urbanización de Ofelia Vega #867,79806371,Sin zona asignada,Origen: Grupo 6,G6
99544,3,G6-PAC-8388,Roberto Vargas Mendoza,1941-04-09,M,Calle Plaza Guadalupe Peñas #691,74293083,Sin zona asignada,Origen: Grupo 6,G6
99545,3,G6-PAC-8389,Hector Delgado Rivera,1991-05-17,M,Calle Rambla Virgilio Rosselló #852,71218871,Sin zona asignada,Origen: Grupo 6,G6
99546,3,G6-PAC-8390,Raul Martinez Torres,1999-03-04,M,Calle Cañada Maristela Milla #831,73504296,Sin zona asignada,Origen: Grupo 6,G6
99547,3,G6-PAC-8391,Hector Ortiz Castro,1946-05-26,M,Calle Avenida Esperanza Barceló #609,77025960,Sin zona asignada,Origen: Grupo 6,G6
99548,3,G6-PAC-8392,Gustavo Ramirez Mendoza,2012-10-05,M,Calle Acceso de Cristian Galán #835,74254164,Sin zona asignada,Origen: Grupo 6,G6
99549,3,G6-PAC-8393,Martin Lopez Vargas,1999-07-05,M,Calle Urbanización Maricela Pérez #443,71789113,Sin zona asignada,Origen: Grupo 6,G6
99550,3,G6-PAC-8394,Patricia Sanchez Rodriguez,2005-08-06,F,Calle Rambla Ibán Corral #798,71963702,Sin zona asignada,Origen: Grupo 6,G6
99551,3,G6-PAC-8395,Francisco Castro Castro,1971-03-25,M,Calle Rambla de Julio César Moreno #464,77675380,Sin zona asignada,Origen: Grupo 6,G6
99552,3,G6-PAC-8396,Enrique Reyes Ramirez,1996-10-11,M,Calle Paseo de Mateo Huertas #235,72191814,Sin zona asignada,Origen: Grupo 6,G6
99553,3,G6-PAC-8397,Manuel Aguilar Lopez,1973-09-01,M,Calle Via Nazaret Sobrino #525,72241975,Sin zona asignada,Origen: Grupo 6,G6
99554,3,G6-PAC-8398,Patricia Medina Aguilar,1988-01-04,F,Calle Alameda Francisco Javier Ferrando #141,73669613,Sin zona asignada,Origen: Grupo 6,G6
99555,3,G6-PAC-8399,Gustavo Chavez Rodriguez,2017-07-22,M,Calle Cuesta Jose Carlos Aller #369,75159767,Sin zona asignada,Origen: Grupo 6,G6
99556,3,G6-PAC-8400,Silvia Aguilar Rojas,1944-12-22,F,Calle Pasaje Albano Esteve #501,73721304,Sin zona asignada,Origen: Grupo 6,G6
99557,3,G6-PAC-8401,Raul Gonzalez Vargas,2011-10-16,M,Calle Calle de Pepito Galvez #598,71234748,Sin zona asignada,Origen: Grupo 6,G6
99558,3,G6-PAC-8402,Ernesto Rojas Reyes,2019-03-09,M,Calle Cuesta Segismundo Seco #477,78007575,Sin zona asignada,Origen: Grupo 6,G6
99559,3,G6-PAC-8403,Estela Espinoza Ponce,1956-05-01,F,Calle Rambla Anselmo Arroyo #141,77428437,Sin zona asignada,Origen: Grupo 6,G6
99560,3,G6-PAC-8404,Lorena Lopez Diaz,1951-05-12,F,Calle Alameda Eva María Camino #624,77605464,Sin zona asignada,Origen: Grupo 6,G6
99561,3,G6-PAC-8405,Veronica Flores Diaz,2015-06-13,F,Calle Acceso de Vasco Simó #393,75273756,Sin zona asignada,Origen: Grupo 6,G6
99562,3,G6-PAC-8406,Francisco Vargas Rojas,1990-10-10,M,Calle Vial Ildefonso Arias #301,76136672,Sin zona asignada,Origen: Grupo 6,G6
99563,3,G6-PAC-8407,Sergio Diaz Vargas,1943-08-31,M,Calle Vial de Anastasio Ojeda #452,71143212,Sin zona asignada,Origen: Grupo 6,G6
99564,3,G6-PAC-8408,Adriana Castro Sanchez,1946-11-13,F,Calle Cuesta de Bartolomé Andreu #232,73834398,Sin zona asignada,Origen: Grupo 6,G6
99565,3,G6-PAC-8409,Ramon Ponce Contreras,2006-12-21,M,Calle Camino de Flavio Porras #220,72484106,Sin zona asignada,Origen: Grupo 6,G6
99566,3,G6-PAC-8410,Tomas Sanchez Chavez,1992-08-29,M,Calle Alameda Luis Manuel #520,73305951,Sin zona asignada,Origen: Grupo 6,G6
99567,3,G6-PAC-8411,Olga Ortiz Garcia,2019-12-02,F,Calle Callejón de Encarnita Rosell #372,73538486,Sin zona asignada,Origen: Grupo 6,G6
99568,3,G6-PAC-8412,Victor Delgado Morales,2014-07-22,M,Calle Glorieta Pastora Pla #708,72645611,Sin zona asignada,Origen: Grupo 6,G6
99569,3,G6-PAC-8413,Lorena Rivera Ramirez,2012-08-24,F,Calle Pasaje Jorge Jerez #841,76219977,Sin zona asignada,Origen: Grupo 6,G6
99570,3,G6-PAC-8414,Enrique Diaz Cruz,1965-02-18,M,Calle Cuesta Germán Arroyo #489,75423643,Sin zona asignada,Origen: Grupo 6,G6
99571,3,G6-PAC-8415,Victor Garcia Chavez,1990-07-17,M,Calle Avenida de Herberto Plaza #345,73247776,Sin zona asignada,Origen: Grupo 6,G6
99572,3,G6-PAC-8416,Estela Perez Ponce,1985-05-03,F,Calle Urbanización de Xavier Losada #474,71966421,Sin zona asignada,Origen: Grupo 6,G6
99573,3,G6-PAC-8417,Sergio Ramirez Torres,2005-02-28,M,Calle Alameda Gonzalo Escudero #307,71582747,Sin zona asignada,Origen: Grupo 6,G6
99574,3,G6-PAC-8418,Roberto Lopez Ortiz,1946-06-19,M,Calle Acceso de Cecilia Córdoba #954,77137849,Sin zona asignada,Origen: Grupo 6,G6
99575,3,G6-PAC-8419,Patricia Rodriguez Mendoza,2021-07-25,F,Calle C. de Valero Millán #836,75480794,Sin zona asignada,Origen: Grupo 6,G6
99576,3,G6-PAC-8420,Patricia Salazar Ortiz,1995-08-09,F,Calle Plaza de Teodosio Doménech #677,75505739,Sin zona asignada,Origen: Grupo 6,G6
99577,3,G6-PAC-8421,Estela Rojas Diaz,1983-10-17,F,Calle Avenida de Clímaco Canals #829,75500507,Sin zona asignada,Origen: Grupo 6,G6
99578,3,G6-PAC-8422,Cecilia Mendoza Ramirez,1991-03-07,F,Calle Rambla de Prudencio Rueda #547,77219629,Sin zona asignada,Origen: Grupo 6,G6
99579,3,G6-PAC-8423,Mariana Rojas Rojas,2003-09-01,F,Calle Pasaje de Alfonso Pedrosa #845,79435412,Sin zona asignada,Origen: Grupo 6,G6
99580,3,G6-PAC-8424,Ramon Sanchez Ponce,2008-09-18,M,Calle Alameda de Encarnación Espinosa #387,73121867,Sin zona asignada,Origen: Grupo 6,G6
99581,3,G6-PAC-8425,Alberto Flores Mendoza,1975-09-27,M,Calle Rambla Virginia Revilla #122,79983971,Sin zona asignada,Origen: Grupo 6,G6
99582,3,G6-PAC-8426,Arturo Garcia Salazar,1986-09-12,M,Calle Pasaje Eutropio Parejo #958,76139691,Sin zona asignada,Origen: Grupo 6,G6
99583,3,G6-PAC-8427,Alberto Perez Espinoza,1968-05-24,M,Calle Camino de Teófila Pardo #508,73392353,Sin zona asignada,Origen: Grupo 6,G6
99584,3,G6-PAC-8428,Nadia Rojas Rojas,1970-01-18,F,Calle Camino Epifanio Salcedo #409,78494118,Sin zona asignada,Origen: Grupo 6,G6
99585,3,G6-PAC-8429,Sergio Rodriguez Castro,1960-02-10,M,Calle Plaza Armando Macias #990,75633596,Sin zona asignada,Origen: Grupo 6,G6
99586,3,G6-PAC-8430,Ernesto Espinoza Ortiz,1975-06-09,M,Calle Vial Adelaida Casal #702,72990842,Sin zona asignada,Origen: Grupo 6,G6
99587,3,G6-PAC-8431,Hugo Gonzalez Salazar,2009-06-16,M,Calle Glorieta de Ciriaco Bravo #933,75796861,Sin zona asignada,Origen: Grupo 6,G6
99588,3,G6-PAC-8432,Olga Diaz Sanchez,2007-09-27,F,Calle Glorieta de Pastora Ruano #353,73640954,Sin zona asignada,Origen: Grupo 6,G6
99589,3,G6-PAC-8433,Ivan Espinoza Garcia,2012-01-18,M,Calle Camino Sabina Lago #416,74581784,Sin zona asignada,Origen: Grupo 6,G6
99590,3,G6-PAC-8434,Francisco Diaz Vargas,1966-08-11,M,Calle Callejón Rebeca Bellido #325,78682249,Sin zona asignada,Origen: Grupo 6,G6
99591,3,G6-PAC-8435,Alejandro Rodriguez Reyes,2011-09-18,M,Calle Alameda de Carmelo Tejera #761,73046517,Sin zona asignada,Origen: Grupo 6,G6
99592,3,G6-PAC-8436,Adriana Hernandez Salazar,1960-12-16,F,Calle Camino de Quirino Menéndez #223,72332124,Sin zona asignada,Origen: Grupo 6,G6
99593,3,G6-PAC-8437,Silvia Salazar Salazar,1945-10-13,F,Calle Cañada Nilda Casals #670,75711903,Sin zona asignada,Origen: Grupo 6,G6
99594,3,G6-PAC-8438,Raul Mendoza Contreras,2023-06-30,M,Calle Via de Fanny Almazán #773,75686885,Sin zona asignada,Origen: Grupo 6,G6
99595,3,G6-PAC-8439,Ramon Ponce Ponce,2018-03-30,M,Calle C. Faustino Barbero #617,78728502,Sin zona asignada,Origen: Grupo 6,G6
99596,3,G6-PAC-8440,Norma Martinez Gonzalez,2011-11-25,F,Calle Callejón de Roberto Mesa #609,74254705,Sin zona asignada,Origen: Grupo 6,G6
99597,3,G6-PAC-8441,Alejandro Ortiz Gutierrez,1942-02-05,M,Calle Cuesta de Hilario Rozas #520,76728364,Sin zona asignada,Origen: Grupo 6,G6
99598,3,G6-PAC-8442,Sergio Ponce Castro,1991-06-16,M,Calle Pasaje de Jose Aliaga #573,78599514,Sin zona asignada,Origen: Grupo 6,G6
99599,3,G6-PAC-8443,Patricia Cruz Garcia,1972-11-02,F,Calle Camino de Ramón Lopez #516,74159154,Sin zona asignada,Origen: Grupo 6,G6
99600,3,G6-PAC-8444,Claudia Gonzalez Torres,1980-12-08,F,Calle Callejón Severino Ojeda #163,71782511,Sin zona asignada,Origen: Grupo 6,G6
99601,3,G6-PAC-8445,Lorena Contreras Castro,2024-02-23,F,Calle Via de Paca Daza #649,72054981,Sin zona asignada,Origen: Grupo 6,G6
99602,3,G6-PAC-8446,Ximena Rivera Gutierrez,1998-10-27,F,Calle Vial Verónica Valls #774,71765549,Sin zona asignada,Origen: Grupo 6,G6
99603,3,G6-PAC-8447,Hector Morales Medina,2014-12-14,M,Calle Pasaje de Delia Iglesias #798,73989387,Sin zona asignada,Origen: Grupo 6,G6
99604,3,G6-PAC-8448,Roberto Flores Perez,2003-11-16,M,Calle Pasaje Graciano Almeida #427,78769775,Sin zona asignada,Origen: Grupo 6,G6
99605,3,G6-PAC-8449,Gustavo Vargas Rodriguez,1989-07-23,M,Calle Vial de Marita López #718,76052021,Sin zona asignada,Origen: Grupo 6,G6
99606,3,G6-PAC-8450,Raul Espinoza Rojas,1988-05-26,M,Calle Via Macaria Vicente #641,72457010,Sin zona asignada,Origen: Grupo 6,G6
99607,3,G6-PAC-8451,Fernando Sanchez Gonzalez,1957-12-08,M,Calle Calle de Román Montaña #302,77343187,Sin zona asignada,Origen: Grupo 6,G6
99608,3,G6-PAC-8452,Viviana Ortiz Hernandez,2014-06-11,F,Calle Cuesta Adela Quevedo #630,77555955,Sin zona asignada,Origen: Grupo 6,G6
99609,3,G6-PAC-8453,Enrique Rivera Perez,1968-02-18,M,Calle Avenida Vera Flor #689,79130904,Sin zona asignada,Origen: Grupo 6,G6
99610,3,G6-PAC-8454,Ernesto Hernandez Delgado,1953-06-19,M,Calle Camino Poncio Morcillo #482,76909755,Sin zona asignada,Origen: Grupo 6,G6
99611,3,G6-PAC-8455,Sergio Hernandez Perez,2016-07-18,M,Calle Alameda Pedro Expósito #254,78427171,Sin zona asignada,Origen: Grupo 6,G6
99612,3,G6-PAC-8456,Martin Aguilar Aguilar,2000-12-15,M,Calle Ronda de Ángeles Viana #278,71023893,Sin zona asignada,Origen: Grupo 6,G6
99613,3,G6-PAC-8457,Norma Ortiz Ortiz,2009-08-27,F,Calle Pasaje Pili Gonzalo #948,74725540,Sin zona asignada,Origen: Grupo 6,G6
99614,3,G6-PAC-8458,Carla Hernandez Ramirez,1961-03-15,F,Calle C. Arsenio Solé #533,78160876,Sin zona asignada,Origen: Grupo 6,G6
99615,3,G6-PAC-8459,Veronica Morales Rojas,1959-12-08,F,Calle Ronda de Lisandro Escamilla #193,71821327,Sin zona asignada,Origen: Grupo 6,G6
99616,3,G6-PAC-8460,Veronica Gutierrez Perez,2004-06-10,F,Calle Glorieta de Basilio Coll #498,79352271,Sin zona asignada,Origen: Grupo 6,G6
99617,3,G6-PAC-8461,Martin Chavez Perez,2015-05-15,M,Calle Via de Jordán Corominas #949,74353820,Sin zona asignada,Origen: Grupo 6,G6
99618,3,G6-PAC-8462,Gustavo Rodriguez Morales,1943-06-03,M,Calle Calle de Ariel Santana #227,73616757,Sin zona asignada,Origen: Grupo 6,G6
99619,3,G6-PAC-8463,Ernesto Rivera Medina,1993-09-06,M,Calle Cañada de Joaquín Tovar #943,74728927,Sin zona asignada,Origen: Grupo 6,G6
99620,3,G6-PAC-8464,Roberto Medina Morales,1978-06-11,M,Calle Cuesta de Susanita Madrid #782,78293757,Sin zona asignada,Origen: Grupo 6,G6
99621,3,G6-PAC-8465,Olga Medina Torres,2012-08-30,F,Calle Pasadizo de Mayte Rivero #898,77753453,Sin zona asignada,Origen: Grupo 6,G6
99622,3,G6-PAC-8466,Alberto Castro Espinoza,2023-07-07,M,Calle Cañada de Marisol Prieto #368,73198220,Sin zona asignada,Origen: Grupo 6,G6
99623,3,G6-PAC-8467,Raul Ortiz Hernandez,2022-08-08,M,Calle Via de Ariadna Ribes #245,73707604,Sin zona asignada,Origen: Grupo 6,G6
99624,3,G6-PAC-8468,Gustavo Espinoza Aguilar,1981-04-29,M,Calle Cuesta María Luisa Tena #399,75257324,Sin zona asignada,Origen: Grupo 6,G6
99625,3,G6-PAC-8469,Olga Cruz Medina,1946-02-18,F,Calle Urbanización María Ángeles Landa #858,73588439,Sin zona asignada,Origen: Grupo 6,G6
99626,3,G6-PAC-8470,Manuel Delgado Mendoza,1946-01-12,M,Calle Pasadizo de Consuelo Suárez #514,71958984,Sin zona asignada,Origen: Grupo 6,G6
99627,3,G6-PAC-8471,Enrique Garcia Sanchez,1954-06-05,M,Calle Plaza de Alondra Paredes #480,71827266,Sin zona asignada,Origen: Grupo 6,G6
99628,3,G6-PAC-8472,Carla Contreras Ponce,1981-10-20,F,Calle Pasadizo de Alondra Marín #750,79032737,Sin zona asignada,Origen: Grupo 6,G6
99629,3,G6-PAC-8473,Roberto Medina Rivera,1951-10-26,M,Calle Alameda Nazaret Mur #217,79918309,Sin zona asignada,Origen: Grupo 6,G6
99630,3,G6-PAC-8474,Patricia Cruz Chavez,2008-06-19,F,Calle Paseo Mireia Caballero #603,75626815,Sin zona asignada,Origen: Grupo 6,G6
99631,3,G6-PAC-8475,Alejandro Morales Cruz,1991-08-10,M,Calle Paseo René Company #422,74843914,Sin zona asignada,Origen: Grupo 6,G6
99632,3,G6-PAC-8476,Graciela Rivera Reyes,2011-05-28,F,Calle Camino Teresa Pozuelo #431,73491368,Sin zona asignada,Origen: Grupo 6,G6
99633,3,G6-PAC-8477,Sergio Espinoza Rojas,1943-12-05,M,Calle Cuesta Elpidio Fernandez #278,77732573,Sin zona asignada,Origen: Grupo 6,G6
99634,3,G6-PAC-8478,Martin Chavez Flores,1947-05-19,M,Calle Urbanización de Fidel Arias #779,77699083,Sin zona asignada,Origen: Grupo 6,G6
99635,3,G6-PAC-8479,Viviana Rojas Lopez,1979-06-23,F,Calle Vial de Santos Alemán #421,75644752,Sin zona asignada,Origen: Grupo 6,G6
99636,3,G6-PAC-8480,Veronica Mendoza Garcia,1993-01-02,F,Calle Cañada de Saturnina Benito #357,72220063,Sin zona asignada,Origen: Grupo 6,G6
99637,3,G6-PAC-8481,Roberto Mendoza Lopez,1952-03-22,M,Calle Avenida de María Teresa Espada #538,75490726,Sin zona asignada,Origen: Grupo 6,G6
99638,3,G6-PAC-8482,Arturo Espinoza Salazar,1953-07-17,M,Calle Ronda de Mohamed Neira #789,76741514,Sin zona asignada,Origen: Grupo 6,G6
99639,3,G6-PAC-8483,Mariana Rodriguez Diaz,1964-03-22,F,Calle Cañada Benigna Delgado #786,72532162,Sin zona asignada,Origen: Grupo 6,G6
99640,3,G6-PAC-8484,Nadia Sanchez Diaz,1955-10-06,F,Calle Cañada Iker Cañellas #428,78564163,Sin zona asignada,Origen: Grupo 6,G6
99641,3,G6-PAC-8485,Viviana Chavez Perez,1992-05-27,F,Calle Urbanización de Natalia Diez #161,79005422,Sin zona asignada,Origen: Grupo 6,G6
99642,3,G6-PAC-8486,Hector Rodriguez Torres,1941-04-17,M,Calle Paseo Tomasa Seco #272,78291324,Sin zona asignada,Origen: Grupo 6,G6
99643,3,G6-PAC-8487,Roberto Aguilar Medina,2011-09-02,M,Calle Paseo de Rosa Juárez #767,79323687,Sin zona asignada,Origen: Grupo 6,G6
99644,3,G6-PAC-8488,Roberto Hernandez Flores,2002-07-15,M,Calle Pasaje Lucio Quero #175,74385396,Sin zona asignada,Origen: Grupo 6,G6
99645,3,G6-PAC-8489,Ramon Ponce Aguilar,1965-12-11,M,Calle Cañada de Miguela Torralba #513,78763781,Sin zona asignada,Origen: Grupo 6,G6
99646,3,G6-PAC-8490,Patricia Martinez Diaz,1951-11-06,F,Calle Acceso Baldomero Figueras #635,78961904,Sin zona asignada,Origen: Grupo 6,G6
99647,3,G6-PAC-8491,Manuel Vargas Morales,1996-05-14,M,Calle Pasadizo de Nilo Valenciano #595,74880976,Sin zona asignada,Origen: Grupo 6,G6
99648,3,G6-PAC-8492,Hector Castro Rivera,1972-06-17,M,Calle C. de Celestino Morell #498,71475103,Sin zona asignada,Origen: Grupo 6,G6
99649,3,G6-PAC-8493,Nadia Gutierrez Reyes,2014-03-19,F,Calle Acceso de Olimpia Batlle #736,78971766,Sin zona asignada,Origen: Grupo 6,G6
99650,3,G6-PAC-8494,Viviana Ramirez Contreras,2018-01-29,F,Calle Cuesta de Julie Ramirez #752,74489742,Sin zona asignada,Origen: Grupo 6,G6
99651,3,G6-PAC-8495,Cecilia Gonzalez Aguilar,1994-02-22,F,Calle Pasaje Rosalina Díaz #193,77412776,Sin zona asignada,Origen: Grupo 6,G6
99652,3,G6-PAC-8496,Cecilia Rodriguez Gutierrez,1965-12-13,F,Calle Camino de Édgar Farré #788,76618205,Sin zona asignada,Origen: Grupo 6,G6
99653,3,G6-PAC-8497,Gustavo Hernandez Martinez,1980-05-22,M,Calle C. Aurelia Chaves #262,73030905,Sin zona asignada,Origen: Grupo 6,G6
99654,3,G6-PAC-8498,Ernesto Contreras Rodriguez,1968-12-15,M,Calle Cañada de Xavier Rojas #893,76857017,Sin zona asignada,Origen: Grupo 6,G6
99655,3,G6-PAC-8499,Mariana Flores Diaz,2005-06-12,F,Calle Camino de Concepción Parra #755,78652001,Sin zona asignada,Origen: Grupo 6,G6
99656,3,G6-PAC-8500,Norma Rodriguez Ortiz,2024-02-14,F,Calle Alameda de Juanito Mayol #151,71019975,Sin zona asignada,Origen: Grupo 6,G6
99657,3,G6-PAC-8501,Olga Castro Rojas,1966-08-01,F,Calle Avenida de Bienvenida Méndez #413,76187294,Sin zona asignada,Origen: Grupo 6,G6
99658,3,G6-PAC-8502,Norma Rojas Flores,1963-12-18,F,Calle Vial Brunilda Peralta #686,78513274,Sin zona asignada,Origen: Grupo 6,G6
99659,3,G6-PAC-8503,Sandra Ponce Lopez,1950-12-23,F,Calle Urbanización Maristela Guerra #529,74377359,Sin zona asignada,Origen: Grupo 6,G6
99660,3,G6-PAC-8504,Gloria Ortiz Martinez,2003-01-24,F,Calle Ronda de Manuel Barreda #363,76546981,Sin zona asignada,Origen: Grupo 6,G6
99661,3,G6-PAC-8505,Ramon Ramirez Mendoza,2019-10-08,M,Calle Via Gonzalo Valencia #422,74700899,Sin zona asignada,Origen: Grupo 6,G6
99662,3,G6-PAC-8506,Fernando Diaz Delgado,1971-07-30,M,Calle Paseo de Severo Mayo #495,75570107,Sin zona asignada,Origen: Grupo 6,G6
99663,3,G6-PAC-8507,Irene Perez Castro,1969-11-25,F,Calle Pasaje Leire Sevillano #551,72326711,Sin zona asignada,Origen: Grupo 6,G6
99664,3,G6-PAC-8508,Lorena Diaz Ortiz,1997-12-23,F,Calle C. Carlos Martí #489,74736959,Sin zona asignada,Origen: Grupo 6,G6
99665,3,G6-PAC-8509,Fernando Ortiz Mendoza,2019-06-29,M,Calle Camino Lina Olivares #707,78817371,Sin zona asignada,Origen: Grupo 6,G6
99666,3,G6-PAC-8510,Manuel Mendoza Mendoza,1999-06-05,M,Calle Ronda Ainoa Casado #212,73709721,Sin zona asignada,Origen: Grupo 6,G6
